"Site","Year","QuadID","Species","Cover","Treatment","Seeding07","Seeding06","SEED","Growth Habit","Duration","US Nativity","Seeded"
"Bellfountain",2009,"BF-37-3","Cirsium vulgare",0.00,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Cruciata pedemontana",0.00,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Daucus carota",0.00,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Daucus pusillus",0.00,"B","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-3","Elymus glaucus",0.00,"B","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-3","Epilobium brachycarpum",0.00,"B","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-3","Eriophyllum lanatum",0.10,"B","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-3","Fragaria virginiana",0.50,"B","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-3","Galium divaricatum",0.60,"B","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Holcus lanatus",0.10,"B","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Hypericum perforatum",0.10,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Hypochaeris radicata",0.00,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Leucanthemum vulgare",0.10,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Lichen",0.00,"B","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-37-3","Linanthus bicolor",85.00,"B","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-3","Litter",75.00,"B","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-37-3","Lomatium utriculatum",0.00,"B","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-3","Lotus micranthus",0.20,"B","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-3","Luzula comosa",0.10,"B","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-3","Microsteris gracilis",0.10,"B","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-3","Moss",5.00,"B","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-37-3","Myosotis discolor",0.20,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Plectritis congesta",0.00,"B","SD","NS","2007","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-37-3","Ranunculus occidentalis",0.10,"B","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-3","Rock",0.00,"B","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-37-3","Rumex acetosella",0.20,"B","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-3","Sanicula crassicaulis",0.50,"B","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-3","Sherardia arvensis",0.00,"B","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Triphysaria pusilla",2.00,"B","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-3","Veronica arvensis",0.40,"B","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Vicia hirsuta",0.00,"B","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-3","Vicia sativa",0.10,"B","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Agoseris grandiflora",0.20,"B","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-4","Agrostis",3.00,"B","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Aira caryophyllea",0.10,"B","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Bare Soil",10.00,"B","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-37-4","Brodiaea coronaria",0.50,"B","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-4","Bromus hordeaceus",0.00,"B","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Cerastium glomeratum",2.00,"B","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Cruciata pedemontana",0.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Cynosurus echinatus",0.00,"B","NS","NS","NS","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Danthonia californica",0.00,"B","NS","NS","NS","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-4","Daucus carota",0.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Elymus glaucus",0.00,"B","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-4","Epilobium brachycarpum",0.00,"B","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-4","Fragaria virginiana",0.80,"B","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-37-4","Galium divaricatum",1.00,"B","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Hypericum perforatum",0.10,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Hypochaeris radicata",0.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Leucanthemum vulgare",0.00,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Lichen",0.00,"B","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-37-4","Linanthus bicolor",85.00,"B","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-4","Litter",60.00,"B","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-37-4","Lotus micranthus",0.70,"B","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-4","Luzula comosa",0.00,"B","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-37-4","Madia gracilis",0.00,"B","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-4","Microsteris gracilis",0.00,"B","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-4","Moss",15.00,"B","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-37-4","Myosotis discolor",0.40,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Plantago lanceolata",0.30,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Poa pratensis",0.00,"B","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Ranunculus occidentalis",0.00,"B","NS","NS","NS","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-37-4","Rock",0.00,"B","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-37-4","Rumex acetosella",0.10,"B","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-37-4","Sherardia arvensis",0.20,"B","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Triphysaria pusilla",1.00,"B","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-37-4","Veronica arvensis",0.10,"B","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Vicia hirsuta",0.00,"B","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-37-4","Vicia sativa",0.20,"B","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Agrostis",60.00,"C","SD","SD","Both","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Aira caryophyllea",0.00,"C","SD","SD","Both","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Bare Soil",0.00,"C","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-40-1","Brodiaea coronaria",0.50,"C","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Bromus hordeaceus",0.00,"C","SD","SD","Both","Graminoid","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Cardamine oligosperma",0.00,"C","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Carex tumulicola",0.00,"C","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Cerastium glomeratum",0.10,"C","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Cruciata pedemontana",4.00,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Danthonia californica",3.00,"C","SD","SD","Both","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-1","Elymus glaucus",0.40,"C","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Epilobium brachycarpum",0.00,"C","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-1","Eriophyllum lanatum",0.40,"C","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-1","Fragaria virginiana",10.00,"C","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Galium divaricatum",0.20,"C","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Hypericum perforatum",0.10,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Hypochaeris radicata",0.00,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Lichen",1.00,"C","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-40-1","Linanthus bicolor",0.20,"C","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-1","Litter",80.00,"C","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-40-1","Lomatium utriculatum",4.00,"C","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-1","Lotus micranthus",1.50,"C","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-1","Luzula comosa",0.70,"C","SD","SD","Both","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Microsteris gracilis",0.00,"C","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-1","Moss",15.00,"C","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-40-1","Myosotis discolor",0.10,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Plectritis congesta",0.10,"C","SD","SD","Both","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-40-1","Poa pratensis",0.30,"C","SD","SD","Both","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Ranunculus occidentalis",1.20,"C","SD","SD","Both","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-1","Rock",0.00,"C","SD","SD","Both","Substrate",,,
"Bellfountain",2009,"BF-40-1","Rumex acetosella",2.00,"C","SD","SD","Both","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-1","Sherardia arvensis",0.00,"C","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Sidalcea virgata",2.00,"C","SD","SD","Both","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-1","Triphysaria pusilla",0.50,"C","SD","SD","Both","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-1","Veronica arvensis",0.10,"C","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-1","Vicia sativa",1.50,"C","SD","SD","Both","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-2","Agoseris grandiflora",0.30,"C","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Agrostis",10.00,"C","NS","SD","2006","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Bare Soil",0.00,"C","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-40-2","Brodiaea",0.60,"C","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Cardamine oligosperma",0.00,"C","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Cerastium glomeratum",0.40,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-2","Cruciata pedemontana",7.00,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Danthonia californica",3.00,"C","NS","SD","2006","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-2","Daucus pusillus",0.00,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Elymus glaucus",1.00,"C","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Epilobium brachycarpum",0.00,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Eriophyllum lanatum",2.00,"C","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-2","Fragaria virginiana",25.00,"C","NS","SD","2006","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Galium divaricatum",0.10,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-2","Hypericum perforatum",0.10,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Hypochaeris radicata",0.60,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Leucanthemum vulgare",7.00,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Lichen",0.00,"C","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-40-2","Linanthus bicolor",0.30,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Litter",80.00,"C","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-40-2","Lomatium utriculatum",3.00,"C","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-2","Lotus micranthus",2.00,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Luzula comosa",0.60,"C","NS","SD","2006","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Madia gracilis",0.10,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Microsteris gracilis",0.00,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Moss",70.00,"C","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-40-2","Myosotis discolor",0.20,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Plectritis congesta",0.20,"C","NS","SD","2006","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-40-2","Poa pratensis",0.10,"C","NS","SD","2006","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Ranunculus occidentalis",0.60,"C","NS","SD","2006","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-2","Rhamnus purshiana",1.60,"C","NS","SD","2006","Shrub","Perennial","Native",
"Bellfountain",2009,"BF-40-2","Rock",0.00,"C","NS","SD","2006","Substrate",,,
"Bellfountain",2009,"BF-40-2","Rumex acetosella",4.00,"C","NS","SD","2006","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-2","Sherardia arvensis",0.00,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-2","Triphysaria pusilla",1.20,"C","NS","SD","2006","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-2","Veronica arvensis",0.10,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-2","Vicia hirsuta",0.00,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-2","Vicia sativa",1.30,"C","NS","SD","2006","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-3","Agoseris grandiflora",3.00,"C","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-3","Agrostis",50.00,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Bare Soil",0.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-40-3","Brodiaea",2.00,"C","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-3","Cerastium glomeratum",0.10,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-3","Cruciata pedemontana",1.20,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Danthonia californica",0.20,"C","SD","NS","2007","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-3","Elymus glaucus",2.00,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-3","Epilobium brachycarpum",0.00,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-3","Eriophyllum lanatum",0.10,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-3","Fragaria virginiana",15.00,"C","SD","NS","2007","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-3","Galium divaricatum",0.10,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-3","Hypericum perforatum",0.10,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Hypochaeris radicata",5.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Leucanthemum vulgare",6.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Lichen",5.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-40-3","Litter",75.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-40-3","Lomatium utriculatum",0.20,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-3","Lotus micranthus",1.50,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-3","Luzula comosa",3.00,"C","SD","NS","2007","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-3","Madia gracilis",0.00,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-3","Microsteris gracilis",0.10,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-3","Moss",25.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-40-3","Myosotis discolor",0.00,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Plectritis congesta",0.20,"C","SD","NS","2007","Forb","Annual","Native","Yes"
"Bellfountain",2009,"BF-40-3","Poa pratensis",0.00,"C","SD","NS","2007","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Ranunculus occidentalis",0.10,"C","SD","NS","2007","Forb","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-3","Rock",0.00,"C","SD","NS","2007","Substrate",,,
"Bellfountain",2009,"BF-40-3","Rumex acetosella",0.10,"C","SD","NS","2007","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-3","Triphysaria pusilla",2.00,"C","SD","NS","2007","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-3","Veronica arvensis",0.10,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-3","Vicia hirsuta",0.00,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-3","Vicia sativa",3.00,"C","SD","NS","2007","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-4","Agoseris grandiflora",0.40,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-4","Agrostis",65.00,"C","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Bare Soil",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-40-4","Brodiaea coronaria",0.30,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-4","Cardamine oligosperma",0.00,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-4","Cerastium glomeratum",0.50,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-4","Cruciata pedemontana",3.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Danthonia californica",0.00,"C","NS","NS","NS","Graminoid","Perennial","Native","Yes"
"Bellfountain",2009,"BF-40-4","Elymus glaucus",2.00,"C","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-4","Fragaria virginiana",1.60,"C","NS","NS","NS","Forb","Perennial","Native",
"Bellfountain",2009,"BF-40-4","Galium divaricatum",0.30,"C","NS","NS","NS","Forb","Annual","Exotic",
"Bellfountain",2009,"BF-40-4","Hypericum perforatum",0.10,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Hypochaeris radicata",0.80,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Leucanthemum vulgare",3.00,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Lichen",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-40-4","Litter",90.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-40-4","Lotus micranthus",0.60,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-4","Luzula comosa",0.70,"C","NS","NS","NS","Graminoid","Perennial","Native",
"Bellfountain",2009,"BF-40-4","Microsteris gracilis",0.00,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-4","Moss",20.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-40-4","Myosotis discolor",0.20,"C","NS","NS","NS","Forb","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Nemophila parviflora",0.20,"C","NS","NS","NS","Forb","Annual","Native",
"Bellfountain",2009,"BF-40-4","Poa pratensis",0.10,"C","NS","NS","NS","Graminoid","Perennial","Exotic",
"Bellfountain",2009,"BF-40-4","Rock",0.00,"C","NS","NS","NS","Substrate",,,
"Bellfountain",2009,"BF-40-4","Rubus ursinus",0.00,"C","NS","NS","NS","Shrub","Perennial","Native",
